exp_id,word,word_understand,reading_times,number_of_fixations,fixation_duration,fixation_duration_div_syllable,fixation_duration_div_length,fixation_duration_diff,number_of_fixations_diff,reading_times_diff
1806,As,1,0,0,0,0.0,0.0,0,0,0
1806,he,1,1,1,273,273.0,136.5,273,1,1
1806,was,1,0,0,0,0.0,0.0,-273,-1,-1
1806,the,1,0,0,0,0.0,0.0,0,0,0
1806,first,1,1,1,297,297.0,59.4,297,1,1
1806,to,1,0,0,0,0.0,0.0,-297,-1,-1
1806,theorize,1,1,2,1074,358.0,134.25,1074,2,1
1806,in,1,1,1,430,430.0,215.0,-644,-1,0
1806,a,1,1,1,318,318.0,318.0,-112,0,0
1806,systematic,1,1,1,755,188.75,75.5,437,0,0
1806,way,1,1,1,410,410.0,136.66666666666666,-345,0,0
1806,about,1,1,2,632,632.0,126.4,222,1,0
1806,so,1,0,0,0,0.0,0.0,-632,-2,-1
1806,many,1,1,2,661,661.0,165.25,661,2,1
1806,other,1,0,0,0,0.0,0.0,-661,-2,-1
1806,things,1,1,1,540,540.0,90.0,540,1,1
1806,so,1,1,1,362,362.0,181.0,-178,0,0
1806,Aristotle,1,1,2,727,242.33333333333334,80.77777777777777,365,1,0
1806,was,1,1,1,215,215.0,71.66666666666667,-512,-1,0
1806,the,1,2,2,685,685.0,228.33333333333334,470,1,1
1806,first,1,1,1,364,364.0,72.8,-321,-1,-1
1806,thinker,1,1,1,621,621.0,88.71428571428571,257,0,0
1806,to,1,0,0,0,0.0,0.0,-621,-1,-1
1806,theorize,1,1,1,1336,445.3333333333333,167.0,1336,1,1
1806,in,1,0,0,0,0.0,0.0,-1336,-1,-1
1806,a,1,0,0,0,0.0,0.0,0,0,0
1806,systematic,1,1,2,584,146.0,58.4,584,2,1
1806,way,1,1,1,954,954.0,318.0,370,-1,0
1806,about,1,1,1,266,266.0,53.2,-688,0,0
1806,meaning,1,1,1,228,114.0,32.57142857142857,-38,0,0
1806,and,1,0,0,0,0.0,0.0,-228,-1,-1
1806,reference,1,1,2,1027,342.3333333333333,114.11111111111111,1027,2,1
1806,In,1,1,1,1009,1009.0,504.5,-18,-1,0
1806,De,1,1,1,294,294.0,147.0,-715,0,0
1806,interpretatione,1,1,5,2049,409.8,136.6,1755,4,0
1806,he,1,1,1,498,498.0,249.0,-1551,-4,0
1806,laid,1,1,1,922,922.0,230.5,424,0,0
1806,out,1,0,0,0,0.0,0.0,-922,-1,-1
1806,a,1,1,1,202,202.0,202.0,202,1,1
1806,scheme,1,1,1,503,503.0,83.83333333333333,301,0,0
1806,which,1,1,1,222,222.0,44.4,-281,0,0
1806,has,1,1,1,256,256.0,85.33333333333333,34,0,0
1806,proved,1,1,2,771,771.0,128.5,515,1,0
1806,remarkably,1,2,5,2282,760.6666666666666,228.2,1511,3,1
1806,robust,1,1,1,311,155.5,51.833333333333336,-1971,-4,-1
1806,According,1,1,4,1310,436.6666666666667,145.55555555555554,999,3,0
1806,to,1,0,0,0,0.0,0.0,-1310,-4,-1
1806,this,1,2,3,981,981.0,245.25,981,3,2
1806,scheme,1,2,2,564,564.0,94.0,-417,-1,0
