,exp_id,article_id,time,page_id,user,sentence_id,word,word_understand,sentence_understand,mind_wandering,reading_times,number_of_fixations,fixation_duration,fixation_duration_div_syllable,fixation_duration_div_length,fixation_duration_diff,number_of_fixations_diff,reading_times_diff
330,585,12,0,1227,ys,3,London,1,1,1,0,0,0,0.0,0.0,0,0,0
581,590,15,0,1237,wangchenyu,0,NASA,1,1,1,0,0,0,0.0,0.0,0,0,0
582,590,15,0,1237,wangchenyu,0,is,1,1,1,1,1,764,764.0,382.0,764,1,1
583,590,15,0,1237,wangchenyu,0,preparing,1,1,1,2,3,944,314.6666666666667,104.88888888888889,180,2,1
584,590,15,0,1237,wangchenyu,0,to,1,1,1,0,0,0,0.0,0.0,-944,-3,-2
585,590,15,0,1237,wangchenyu,0,crash,1,1,1,3,3,1213,1213.0,242.6,1213,3,3
586,590,15,0,1237,wangchenyu,0,a,1,1,1,2,2,504,504.0,504.0,-709,-1,-1
587,590,15,0,1237,wangchenyu,0,probe,0,1,1,2,2,666,666.0,133.2,162,0,0
588,590,15,0,1237,wangchenyu,0,into,1,1,1,1,1,786,393.0,196.5,120,-1,-1
589,590,15,0,1237,wangchenyu,0,an,1,1,1,1,1,555,555.0,277.5,-231,0,0
590,590,15,0,1237,wangchenyu,0,asteroid,1,1,1,1,1,429,143.0,53.625,-126,0,0
591,590,15,0,1237,wangchenyu,0,some,1,1,1,1,1,616,616.0,154.0,187,0,0
592,590,15,0,1237,wangchenyu,0,11,1,1,1,0,0,0,0.0,0.0,-616,-1,-1
593,590,15,0,1237,wangchenyu,0,million,1,1,1,1,1,209,104.5,29.857142857142858,209,1,1
594,590,15,0,1237,wangchenyu,0,kilometers,1,1,1,2,3,1057,352.3333333333333,105.7,848,2,1
595,590,15,0,1237,wangchenyu,0,from,1,1,1,0,0,0,0.0,0.0,-1057,-3,-2
596,590,15,0,1237,wangchenyu,0,Earth,1,1,1,1,1,559,559.0,111.8,559,1,1
597,590,15,0,1237,wangchenyu,0,to,1,1,1,0,0,0,0.0,0.0,-559,-1,-1
598,590,15,0,1237,wangchenyu,0,assess,1,1,1,1,1,201,100.5,33.5,201,1,1
599,590,15,0,1237,wangchenyu,0,how,1,1,1,1,1,663,663.0,221.0,462,0,0
600,590,15,0,1237,wangchenyu,0,difficult,1,1,1,1,1,220,73.33333333333333,24.444444444444443,-443,0,0
601,590,15,0,1237,wangchenyu,0,it,1,1,1,0,0,0,0.0,0.0,-220,-1,-1
602,590,15,0,1237,wangchenyu,0,would,1,1,1,1,1,518,518.0,103.6,518,1,1
603,590,15,0,1237,wangchenyu,0,be,1,1,1,1,1,799,799.0,399.5,281,0,0
604,590,15,0,1237,wangchenyu,0,to,1,1,1,1,2,418,418.0,209.0,-381,1,0
605,590,15,0,1237,wangchenyu,0,stop,1,1,1,1,1,236,236.0,59.0,-182,-1,0
606,590,15,0,1237,wangchenyu,0,a,1,1,1,1,1,418,418.0,418.0,182,0,0
607,590,15,0,1237,wangchenyu,0,sizable,1,1,1,2,2,893,446.5,127.57142857142856,475,1,1
608,590,15,0,1237,wangchenyu,0,piece,1,1,1,0,0,0,0.0,0.0,-893,-2,-2
609,590,15,0,1237,wangchenyu,0,of,1,1,1,1,1,576,576.0,288.0,576,1,1
610,590,15,0,1237,wangchenyu,0,space,1,1,1,2,2,869,869.0,173.8,293,1,1
611,590,15,0,1237,wangchenyu,0,rock,1,1,1,1,1,210,210.0,52.5,-659,-1,-1
612,590,15,0,1237,wangchenyu,0,hitting,1,1,1,1,1,307,153.5,43.85714285714285,97,0,0
613,590,15,0,1237,wangchenyu,0,our,1,1,1,1,2,464,464.0,154.66666666666666,157,1,0
614,590,15,0,1237,wangchenyu,0,planet,1,1,1,0,0,0,0.0,0.0,-464,-2,-1
615,590,15,0,1237,wangchenyu,1,The,1,0,1,1,2,521,521.0,173.66666666666666,521,2,1
616,590,15,0,1237,wangchenyu,1,spacecraft,1,0,1,2,3,938,469.0,93.8,417,1,1
617,590,15,0,1237,wangchenyu,1,will,1,0,1,0,0,0,0.0,0.0,-938,-3,-2
618,590,15,0,1237,wangchenyu,1,strike,1,0,1,1,1,567,567.0,94.5,567,1,1
619,590,15,0,1237,wangchenyu,1,the,1,0,1,1,1,506,506.0,168.66666666666666,-61,0,0
620,590,15,0,1237,wangchenyu,1,target,1,0,1,1,1,534,267.0,89.0,28,0,0
621,590,15,0,1237,wangchenyu,1,called,1,0,1,1,1,305,305.0,50.833333333333336,-229,0,0
622,590,15,0,1237,wangchenyu,1,Dimorphos,1,0,1,1,1,322,107.33333333333331,35.77777777777778,17,0,0
623,590,15,0,1237,wangchenyu,1,at,1,0,1,1,1,389,389.0,194.5,67,0,0
624,590,15,0,1237,wangchenyu,1,over,1,0,1,2,2,756,756.0,189.0,367,1,1
625,590,15,0,1237,wangchenyu,1,20000,1,0,1,1,1,243,243.0,48.6,-513,-1,-1
626,590,15,0,1237,wangchenyu,1,kilometers,1,0,1,0,0,0,0.0,0.0,-243,-1,-1
627,590,15,0,1237,wangchenyu,1,per,1,0,1,0,0,0,0.0,0.0,0,0,0
628,590,15,0,1237,wangchenyu,1,hour,1,0,1,0,0,0,0.0,0.0,0,0,0
629,590,15,0,1237,wangchenyu,2,Scientists,1,1,1,0,0,0,0.0,0.0,0,0,0
630,590,15,0,1237,wangchenyu,2,believe,1,1,1,0,0,0,0.0,0.0,0,0,0
631,590,15,0,1237,wangchenyu,2,this,1,1,1,0,0,0,0.0,0.0,0,0,0
632,590,15,0,1237,wangchenyu,2,would,1,1,1,0,0,0,0.0,0.0,0,0,0
633,590,15,0,1237,wangchenyu,2,be,1,1,1,0,0,0,0.0,0.0,0,0,0
634,590,15,0,1237,wangchenyu,2,enough,1,1,1,0,0,0,0.0,0.0,0,0,0
635,590,15,0,1237,wangchenyu,2,to,1,1,1,0,0,0,0.0,0.0,0,0,0
636,590,15,0,1237,wangchenyu,2,deflect,1,1,1,0,0,0,0.0,0.0,0,0,0
637,590,15,0,1237,wangchenyu,2,its,1,1,1,0,0,0,0.0,0.0,0,0,0
638,590,15,0,1237,wangchenyu,2,path,1,1,1,0,0,0,0.0,0.0,0,0,0
924,597,9,0,1248,luqi,0,But,1,1,1,0,0,0,0.0,0.0,0,0,0
925,597,9,0,1248,luqi,0,poorer,1,1,1,1,1,389,194.5,64.83333333333333,389,1,1
926,597,9,0,1248,luqi,0,nations,1,1,1,1,1,216,108.0,30.857142857142858,-173,0,0
927,597,9,0,1248,luqi,0,in,1,1,1,1,1,222,222.0,111.0,6,0,0
928,597,9,0,1248,luqi,0,Southeast,1,1,1,1,1,206,103.0,22.88888888888889,-16,0,0
929,597,9,0,1248,luqi,0,Asia,1,1,1,1,1,215,215.0,53.75,9,0,0
930,597,9,0,1248,luqi,0,scored,1,1,1,1,1,278,278.0,46.333333333333336,63,0,0
931,597,9,0,1248,luqi,0,comparatively,1,1,1,1,2,430,86.0,33.07692307692308,152,1,0
932,597,9,0,1248,luqi,0,highly,1,1,1,1,1,210,105.0,35.0,-220,-1,0
933,597,9,0,1248,luqi,0,for,1,1,1,1,1,257,257.0,85.66666666666667,47,0,0
934,597,9,0,1248,luqi,0,confidence,1,1,1,0,0,0,0.0,0.0,-257,-1,-1
2081,641,24,0,1324,luqi,0,If,1,1,1,1,1,414,414.0,207.0,0,0,0
2082,641,24,0,1324,luqi,0,not,1,1,1,1,1,265,265.0,88.33333333333333,-149,0,0
2083,641,24,0,1324,luqi,0,placing,1,1,1,0,0,0,0.0,0.0,-265,-1,-1
2084,641,24,0,1324,luqi,0,jobs,1,1,1,1,1,480,480.0,120.0,480,1,1
2085,641,24,0,1324,luqi,0,at,1,1,1,0,0,0,0.0,0.0,-480,-1,-1
2086,641,24,0,1324,luqi,0,risk,1,1,1,0,0,0,0.0,0.0,0,0,0
2087,641,24,0,1324,luqi,0,to,1,1,1,0,0,0,0.0,0.0,0,0,0
2088,641,24,0,1324,luqi,0,the,1,1,1,0,0,0,0.0,0.0,0,0,0
2089,641,24,0,1324,luqi,0,extent,1,1,1,1,1,297,148.5,49.5,297,1,1
2090,641,24,0,1324,luqi,0,employment,1,1,1,2,2,441,147.0,44.1,144,1,1
2091,641,24,0,1324,luqi,0,protection,1,1,1,1,1,378,126.0,37.8,-63,-1,-1
2092,641,24,0,1324,luqi,0,laws,1,1,1,0,0,0,0.0,0.0,-378,-1,-1
2093,641,24,0,1324,luqi,0,constrain,1,1,1,1,1,748,374.0,83.11111111111111,748,1,1
2094,641,24,0,1324,luqi,0,business,1,1,1,1,2,1191,595.5,148.875,443,1,0
2095,641,24,0,1324,luqi,0,owners,1,1,1,0,0,0,0.0,0.0,-1191,-2,-1
2096,641,24,0,1324,luqi,0,from,1,1,1,0,0,0,0.0,0.0,0,0,0
2097,641,24,0,1324,luqi,0,dismissing,1,1,1,1,2,464,154.66666666666666,46.4,464,2,1
2098,641,24,0,1324,luqi,0,under-performing,1,1,1,1,1,223,44.6,13.9375,-241,-1,0
2099,641,24,0,1324,luqi,0,managers,1,1,1,1,1,249,124.5,31.125,26,0,0
2100,641,24,0,1324,luqi,0,those,1,1,1,0,0,0,0.0,0.0,-249,-1,-1
2101,641,24,0,1324,luqi,0,laws,1,1,1,1,1,450,450.0,112.5,450,1,1
2102,641,24,0,1324,luqi,0,act,1,1,1,1,1,293,293.0,97.66666666666669,-157,0,0
2103,641,24,0,1324,luqi,0,as,1,1,1,0,0,0,0.0,0.0,-293,-1,-1
2104,641,24,0,1324,luqi,0,a,1,1,1,0,0,0,0.0,0.0,0,0,0
2105,641,24,0,1324,luqi,0,constraint,1,1,1,1,1,553,276.5,55.3,553,1,1
2106,641,24,0,1324,luqi,0,on,1,1,1,0,0,0,0.0,0.0,-553,-1,-1
2107,641,24,0,1324,luqi,0,firm,1,1,1,1,1,552,552.0,138.0,552,1,1
2108,641,24,0,1324,luqi,0,productivity,1,1,1,1,3,638,127.6,53.16666666666666,86,2,0
2109,641,24,0,1324,luqi,0,and,1,1,1,1,1,365,365.0,121.66666666666669,-273,-2,0
2110,641,24,0,1324,luqi,0,therefore,1,1,1,1,1,456,228.0,50.66666666666666,91,0,0
2111,641,24,0,1324,luqi,0,on,1,1,1,0,0,0,0.0,0.0,-456,-1,-1
2112,641,24,0,1324,luqi,0,workers’,1,1,1,0,0,0,0.0,0.0,0,0,0
2113,641,24,0,1324,luqi,0,wages,1,1,1,0,0,0,0.0,0.0,0,0,0
2114,641,24,0,1324,luqi,1,Indeed,1,1,1,0,0,0,0.0,0.0,0,0,0
2115,641,24,0,1324,luqi,1,in,1,1,1,1,1,733,733.0,366.5,733,1,1
2116,641,24,0,1324,luqi,1,“An,1,1,1,2,2,841,841.0,280.3333333333333,108,1,1
2117,641,24,0,1324,luqi,1,International,1,1,1,0,0,0,0.0,0.0,-841,-2,-2
2118,641,24,0,1324,luqi,1,Perspective,1,1,1,1,1,245,81.66666666666667,22.272727272727277,245,1,1
2119,641,24,0,1324,luqi,1,on,1,1,1,0,0,0,0.0,0.0,-245,-1,-1
2120,641,24,0,1324,luqi,1,New,1,1,1,1,1,334,334.0,111.33333333333331,334,1,1
2121,641,24,0,1324,luqi,1,Zealand’s,1,1,1,1,1,200,200.0,22.22222222222222,-134,0,0
2122,641,24,0,1324,luqi,1,Productivity,1,1,1,0,0,0,0.0,0.0,-200,-1,-1
2123,641,24,0,1324,luqi,1,Paradox”,1,1,1,1,2,872,436.0,109.0,872,2,1
2124,641,24,0,1324,luqi,1,(2014),1,1,1,0,0,0,0.0,0.0,-872,-2,-1
2125,641,24,0,1324,luqi,1,the,1,1,1,0,0,0,0.0,0.0,0,0,0
2126,641,24,0,1324,luqi,1,Productivity,1,1,1,1,2,609,121.8,50.75,609,2,1
2127,641,24,0,1324,luqi,1,Commission,1,1,1,1,2,635,211.66666666666663,63.5,26,0,0
2128,641,24,0,1324,luqi,1,singled,1,1,1,1,2,611,305.5,87.28571428571429,-24,0,0
2129,641,24,0,1324,luqi,1,out,1,1,1,0,0,0,0.0,0.0,-611,-2,-1
2130,641,24,0,1324,luqi,1,the,1,1,1,1,1,440,440.0,146.66666666666666,440,1,1
2131,641,24,0,1324,luqi,1,low,1,1,1,0,0,0,0.0,0.0,-440,-1,-1
2132,641,24,0,1324,luqi,1,quality,1,1,1,2,2,805,268.3333333333333,115.0,805,2,2
2133,641,24,0,1324,luqi,1,of,1,1,1,2,2,685,685.0,342.5,-120,0,0
2134,641,24,0,1324,luqi,1,managerial,1,1,1,1,2,560,140.0,56.0,-125,0,-1
2135,641,24,0,1324,luqi,1,capabilities,1,1,1,0,0,0,0.0,0.0,-560,-2,-1
2136,641,24,0,1324,luqi,1,as,1,1,1,1,1,292,292.0,146.0,292,1,1
2137,641,24,0,1324,luqi,1,a,1,1,1,1,1,319,319.0,319.0,27,0,0
2138,641,24,0,1324,luqi,1,cause,1,1,1,1,1,869,869.0,173.8,550,0,0
2139,641,24,0,1324,luqi,1,of,1,1,1,0,0,0,0.0,0.0,-869,-1,-1
2140,641,24,0,1324,luqi,1,the,1,1,1,0,0,0,0.0,0.0,0,0,0
2141,641,24,0,1324,luqi,1,country’s,1,1,1,0,0,0,0.0,0.0,0,0,0
2142,641,24,0,1324,luqi,1,poor,1,1,1,0,0,0,0.0,0.0,0,0,0
2143,641,24,0,1324,luqi,1,productivity,1,1,1,0,0,0,0.0,0.0,0,0,0
2144,641,24,0,1324,luqi,1,growth,1,1,1,0,0,0,0.0,0.0,0,0,0
2145,641,24,0,1324,luqi,1,record,1,1,1,0,0,0,0.0,0.0,0,0,0
2146,641,24,0,1324,luqi,2,Nor,1,1,1,1,1,473,473.0,157.66666666666666,473,1,1
2147,641,24,0,1324,luqi,2,are,1,1,1,0,0,0,0.0,0.0,-473,-1,-1
2148,641,24,0,1324,luqi,2,highly,1,1,1,2,2,1034,517.0,172.33333333333334,1034,2,2
2149,641,24,0,1324,luqi,2,paid,1,1,1,1,2,623,623.0,155.75,-411,0,-1
2150,641,24,0,1324,luqi,2,managers,1,1,1,0,0,0,0.0,0.0,-623,-2,-1
2151,641,24,0,1324,luqi,2,themselves,1,1,1,1,1,220,110.0,22.0,220,1,1
2152,641,24,0,1324,luqi,2,immune,1,1,1,2,2,816,408.0,136.0,596,1,1
2153,641,24,0,1324,luqi,2,from,1,1,1,1,1,282,282.0,70.5,-534,-1,-1
2154,641,24,0,1324,luqi,2,the,1,1,1,1,1,201,201.0,67.0,-81,0,0
2155,641,24,0,1324,luqi,2,harm,1,1,1,0,0,0,0.0,0.0,-201,-1,-1
2156,641,24,0,1324,luqi,2,caused,1,1,1,1,2,1075,1075.0,179.16666666666666,1075,2,1
2157,641,24,0,1324,luqi,2,by,1,1,1,0,0,0,0.0,0.0,-1075,-2,-1
2158,641,24,0,1324,luqi,2,the,1,1,1,0,0,0,0.0,0.0,0,0,0
2159,641,24,0,1324,luqi,2,ERA’s,1,1,1,0,0,0,0.0,0.0,0,0,0
2160,641,24,0,1324,luqi,2,unjustified,1,1,1,1,2,556,139.0,50.54545454545455,556,2,1
2161,641,24,0,1324,luqi,2,dismissal,1,1,1,1,1,280,140.0,31.11111111111111,-276,-1,0
2162,641,24,0,1324,luqi,2,procedures,1,1,1,1,2,896,298.6666666666667,89.6,616,1,0
2163,641,24,0,1324,luqi,3,Because,1,1,1,0,0,0,0.0,0.0,-896,-2,-1
2164,641,24,0,1324,luqi,3,employment,1,1,1,1,1,404,134.66666666666666,40.4,404,1,1
2165,641,24,0,1324,luqi,3,protection,1,1,1,1,1,217,72.33333333333333,21.7,-187,0,0
2166,641,24,0,1324,luqi,3,laws,1,1,1,0,0,0,0.0,0.0,-217,-1,-1
2167,641,24,0,1324,luqi,3,make,1,1,1,0,0,0,0.0,0.0,0,0,0
2168,641,24,0,1324,luqi,3,it,1,1,1,0,0,0,0.0,0.0,0,0,0
2169,641,24,0,1324,luqi,3,costlier,1,1,1,1,4,1459,729.5,182.375,1459,4,1
2170,641,24,0,1324,luqi,3,to,1,1,1,0,0,0,0.0,0.0,-1459,-4,-1
2171,641,24,0,1324,luqi,3,fire,1,1,1,0,0,0,0.0,0.0,0,0,0
2172,641,24,0,1324,luqi,3,an,1,1,1,0,0,0,0.0,0.0,0,0,0
2173,641,24,0,1324,luqi,3,employee,1,1,1,1,1,553,184.33333333333331,69.125,553,1,1
2174,641,24,0,1324,luqi,3,employers,1,1,1,1,1,248,82.66666666666667,27.55555555555556,-305,0,0
2175,641,24,0,1324,luqi,3,are,1,1,1,0,0,0,0.0,0.0,-248,-1,-1
2176,641,24,0,1324,luqi,3,more,1,1,1,1,2,507,507.0,126.75,507,2,1
2177,641,24,0,1324,luqi,3,cautious,1,1,1,0,0,0,0.0,0.0,-507,-2,-1
2178,641,24,0,1324,luqi,3,about,1,1,1,1,1,795,795.0,159.0,795,1,1
2179,641,24,0,1324,luqi,3,hiring,1,1,1,0,0,0,0.0,0.0,-795,-1,-1
2180,641,24,0,1324,luqi,3,new,1,1,1,0,0,0,0.0,0.0,0,0,0
2181,641,24,0,1324,luqi,3,staff,1,1,1,1,1,303,303.0,60.6,303,1,1
2182,641,24,0,1324,luqi,4,This,1,1,1,1,1,559,559.0,139.75,256,0,0
2183,641,24,0,1324,luqi,4,makes,1,1,1,2,4,1048,1048.0,209.6,489,3,1
2184,641,24,0,1324,luqi,4,it,1,1,1,1,2,568,568.0,284.0,-480,-2,-1
2185,641,24,0,1324,luqi,4,harder,1,1,1,1,1,204,102.0,34.0,-364,-1,0
2186,641,24,0,1324,luqi,4,for,1,1,1,0,0,0,0.0,0.0,-204,-1,-1
2187,641,24,0,1324,luqi,4,the,1,1,1,0,0,0,0.0,0.0,0,0,0
2188,641,24,0,1324,luqi,4,marginal,0,1,1,2,4,2290,763.3333333333334,286.25,2290,4,2
2189,641,24,0,1324,luqi,4,manager,1,1,1,2,2,681,227.0,97.28571428571428,-1609,-2,0
2190,641,24,0,1324,luqi,4,to,1,1,1,3,3,1276,1276.0,638.0,595,1,1
2191,641,24,0,1324,luqi,4,gain,1,1,1,1,1,481,481.0,120.25,-795,-2,-2
2192,641,24,0,1324,luqi,4,employment,1,1,1,1,1,613,204.33333333333331,61.3,132,0,0
2193,641,24,0,1324,luqi,5,And,1,1,1,0,0,0,0.0,0.0,-613,-1,-1
2194,641,24,0,1324,luqi,5,firms,1,1,1,0,0,0,0.0,0.0,0,0,0
2195,641,24,0,1324,luqi,5,pay,1,1,1,0,0,0,0.0,0.0,0,0,0
2196,641,24,0,1324,luqi,5,staff,1,1,1,1,1,573,573.0,114.6,573,1,1
2197,641,24,0,1324,luqi,5,less,1,1,1,0,0,0,0.0,0.0,-573,-1,-1
2198,641,24,0,1324,luqi,5,because,1,1,1,1,1,502,251.0,71.71428571428571,502,1,1
2199,641,24,0,1324,luqi,5,firms,1,1,1,2,2,548,548.0,109.6,46,1,1
2200,641,24,0,1324,luqi,5,carry,1,1,1,0,0,0,0.0,0.0,-548,-2,-2
2201,641,24,0,1324,luqi,5,the,1,1,1,2,2,499,499.0,166.33333333333334,499,2,2
2202,641,24,0,1324,luqi,5,burden,1,1,1,1,1,227,113.5,37.833333333333336,-272,-1,-1
2203,641,24,0,1324,luqi,5,of,1,1,1,0,0,0,0.0,0.0,-227,-1,-1
2204,641,24,0,1324,luqi,5,the,1,1,1,0,0,0,0.0,0.0,0,0,0
2205,641,24,0,1324,luqi,5,employment,1,1,1,1,2,522,174.0,52.2,522,2,1
2206,641,24,0,1324,luqi,5,arrangement,1,1,1,1,1,292,97.33333333333331,26.545454545454547,-230,-1,0
2207,641,24,0,1324,luqi,5,going,1,1,1,1,1,474,237.0,94.8,182,0,0
2208,641,24,0,1324,luqi,5,wrong,1,1,1,1,1,286,286.0,57.2,-188,0,0
2209,641,24,0,1324,luqi,6,Society,1,0,0,1,2,598,199.33333333333331,85.42857142857143,312,1,0
2210,641,24,0,1324,luqi,6,also,1,0,0,0,0,0,0.0,0.0,-598,-2,-1
2211,641,24,0,1324,luqi,6,suffers,1,0,0,1,1,373,186.5,53.285714285714285,373,1,1
2212,641,24,0,1324,luqi,6,from,1,0,0,1,1,221,221.0,55.25,-152,0,0
2213,641,24,0,1324,luqi,6,excessive,1,0,0,2,3,782,260.6666666666667,86.88888888888889,561,2,1
2214,641,24,0,1324,luqi,6,employment,1,0,0,1,2,1045,348.3333333333333,104.5,263,-1,-1
2215,641,24,0,1324,luqi,6,protections,1,0,0,2,2,436,145.33333333333334,39.63636363636363,-609,0,1
2216,641,24,0,1324,luqi,7,Stringent,0,0,0,2,2,1287,643.5,143.0,851,0,0
2217,641,24,0,1324,luqi,7,job,1,0,0,1,1,784,784.0,261.3333333333333,-503,-1,-1
2218,641,24,0,1324,luqi,7,dismissal,1,0,0,0,0,0,0.0,0.0,-784,-1,-1
2219,641,24,0,1324,luqi,7,regulations,1,0,0,0,0,0,0.0,0.0,0,0,0
2220,641,24,0,1324,luqi,7,adversely,1,0,0,0,0,0,0.0,0.0,0,0,0
2221,641,24,0,1324,luqi,7,affect,1,0,0,0,0,0,0.0,0.0,0,0,0
2222,641,24,0,1324,luqi,7,productivity,1,0,0,4,9,2518,503.6,209.83333333333331,2518,9,4
2223,641,24,0,1324,luqi,7,growth,1,0,0,5,7,2747,2747.0,457.8333333333333,229,-2,1
2224,641,24,0,1324,luqi,7,and,1,0,0,2,2,674,674.0,224.66666666666663,-2073,-5,-3
2225,641,24,0,1324,luqi,7,hamper,1,0,0,2,3,1094,547.0,182.33333333333331,420,1,0
2226,641,24,0,1324,luqi,7,both,1,0,0,3,3,1113,1113.0,278.25,19,0,1
2227,641,24,0,1324,luqi,7,prosperity,1,0,0,3,3,1407,351.75,140.7,294,0,0
2228,641,24,0,1324,luqi,7,and,1,0,0,1,2,503,503.0,167.66666666666666,-904,-1,-2
2229,641,24,0,1324,luqi,7,overall,1,0,0,1,1,428,214.0,61.142857142857146,-75,-1,0
2230,641,24,0,1324,luqi,7,well-being,1,0,0,2,4,1311,437.0,131.1,883,3,1
2231,641,24,0,1324,luqi,8,Across,1,0,0,2,2,1141,1141.0,190.16666666666663,-170,-2,0
2232,641,24,0,1324,luqi,8,the,1,0,0,0,0,0,0.0,0.0,-1141,-2,-2
2233,641,24,0,1324,luqi,8,Tasman,1,0,0,3,3,1020,510.0,170.0,1020,3,3
2234,641,24,0,1324,luqi,8,Sea,1,0,0,2,2,621,621.0,207.0,-399,-1,-1
